genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_000424945.1,PRJNA187960,ASM42494v1,Scaffold,na,SAMN02440811,2013-07-11,GCA_000424945.1,full,Streptomyces,Streptomyces sp. 142MFCol3.1 (high GC Gram+),GCF_000424945.1,,yes,major,sp.,142MFCol3.1,DOE Joint Genome Institute,1172179
GCF_000429085.1,PRJNA185371,ASM42908v1,Scaffold,na,SAMN02440879,2013-07-15,GCA_000429085.1,full,Streptomyces,Streptomyces flavidovirens DSM 40150 (high GC Gram+),GCF_000429085.1,Representative Genome,yes,major,flavidovirens,DSM 40150,DOE Joint Genome Institute,1123319
GCF_000444875.1,PRJNA171216,ASM44487v1,Complete Genome,na,SAMN02603029,2013-08-06,GCA_000444875.1,full,Streptomyces,Streptomyces collinus Tu 365 (high GC Gram+),GCF_000444875.1,Representative Genome,yes,major,collinus,Tu 365,Bielefeld University,1214242
GCF_000478605.2,PRJNA193392,ASM47860v2,Contig,na,SAMN02116697,2016-09-28,GCA_000478605.2,full,Streptomyces,Streptomyces thermolilacinus SPC6 (high GC Gram+),GCF_000478605.2,Representative Genome,yes,major,thermolilacinus,SPC6,"Key Laboratory of Desert and Desertification, Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences",1306406
GCF_000495635.2,PRJNA171847,GB94_v2,Complete Genome,na,SAMN02469388,2022-10-12,GCA_000495635.2,full,Streptomyces,Streptomyces sp. GBA 94-10 4N24 (high G+C Gram-positive bacteria),GCF_000495635.2,,yes,major,sp.,GBA 94-10,The Institute for Information Transmission Problems,1218177
GCF_000495755.1,PRJNA171846,PVA94-07.23,Chromosome,na,SAMN02469391,2013-11-07,GCA_000495755.1,full,Streptomyces,Streptomyces sp. PVA_94-07 (high GC Gram+),GCF_000495755.1,,yes,major,sp.,PVA 94-07,The Institute for Information Transmission Problems,1225337
GCF_000497425.1,PRJNA210149,S.niveus_v1,Chromosome,na,SAMN02469390,2013-11-27,GCA_000497425.1,full,Streptomyces,Streptomyces niveus NCIMB 11891 (high GC Gram+),GCF_000497425.1,Representative Genome,yes,major,niveus,NCIMB 11891,GenBioCom,1352941
GCF_000497445.1,PRJNA210150,S.roseochromogenes_v1,Chromosome,na,SAMN02469393,2013-11-27,GCA_000497445.1,full,Streptomyces,Streptomyces roseochromogenus subsp. oscitans DS 12.976 (high GC Gram+),GCF_000497445.1,Representative Genome,yes,major,roseochromogenus,DS 12.976,GenBioCom,1352936
GCF_000498935.1,PRJNA217952,HCCB10043,Contig,na,SAMN02470969,2013-11-25,GCA_000498935.1,full,Streptomyces,Streptomyces sp. HCCB10043 (high GC Gram+),GCF_000498935.1,,yes,major,sp.,HCCB10043,Shanghai Laiyi Center for Biopharmaceuticals R&D,1396518
GCF_000504065.1,PRJNA217850,Velvet for version 02 of Streptomyces albulus PD-1,Contig,na,SAMN02470570,2014-03-17,GCA_000504065.2,full,Streptomyces,Streptomyces albulus PD-1 (high GC Gram+),GCF_000504065.1,,yes,major,albulus,PD-1,"State Key Laboratory of Materials-Oriented Chemical Engineering, College of Food Science and Light Industry, Nanjing University of Technology",1395572
GCF_000518045.1,PRJNA232297,StrExf1.0,Contig,na,SAMN02597357,2014-01-13,GCA_000518045.1,full,Streptomyces,Streptomyces exfoliatus DSM 41693 (high GC Gram+),GCF_000518045.1,,yes,major,exfoliatus,DSM 41693,"Department of Biochemistry and Molecular Biology, Facultad de Biologia, Universidad Complutense de Madrid",1440059
GCF_000590515.1,PRJNA233446,Streptomyces sp. PRh5 version1.0,Contig,na,SAMN02951919,2014-03-12,GCA_000590515.1,full,Streptomyces,Streptomyces sp. PRh5 (high GC Gram+),GCF_000590515.1,,yes,major,sp.,PRh5,Jiangxi Normal University,1158056
GCF_000611795.1,PRJNA239680,Tu61761.0,Scaffold,na,SAMN02666786,2014-04-02,GCA_000611795.1,full,Streptomyces,Streptomyces sp. Tu 6176 (high GC Gram+),GCF_000611795.1,,yes,major,sp.,Tu 6176,Universidad de Oviedo,1470557
GCF_000612545.1,PRJNA236535,P1-1,Scaffold,na,SAMN02597788,2014-04-07,GCA_000612545.1,full,Streptomyces,Streptomyces sp. PCS3-D2 (high GC Gram+),GCF_000612545.1,,yes,major,sp.,PCS3-D2,National Institute of Molecular Biology and Biotechnology,1460244
GCF_000647875.1,PRJNA169755,ASM64787v1,Scaffold,na,SAMN02951871,2014-04-23,GCA_000647875.1,full,Streptomyces,Streptomyces sp. SolWspMP-sol2th (high GC Gram+),GCF_000647875.1,,yes,major,sp.,SolWspMP-sol2th,DOE Joint Genome Institute,1157636
GCF_000695235.1,PRJNA242787,ASM69523v1,Complete Genome,na,SAMN02709029,2014-05-20,GCA_000695235.1,full,Streptomyces,Streptomyces albulus (high GC Gram+),GCF_000695235.1,,yes,major,albulus,NK660,Nankai University,68570
GCF_000696185.1,PRJNA209102,ASM69618v1,Scaffold,na,SAMN02796068,2014-05-28,GCA_000696185.1,full,Kitasatospora,Kitasatospora cheerisanensis KCTC 2395 (high GC Gram+),GCF_000696185.1,Representative Genome,yes,major,cheerisanensis,KCTC 2395,"College of Pharmacy, Yeungnam University",1348663
GCF_000696595.1,PRJNA231986,StrepLeeu1.0,Scaffold,na,SAMN02808814,2014-05-30,GCA_000696595.1,full,Streptomyces,Streptomyces leeuwenhoekii (high GC Gram+),GCF_000696595.1,,yes,major,leeuwenhoekii,C34,"Institute of Biology, Leiden University",1437453
GCF_000698495.1,PRJNA244371,NTK937,Contig,na,SAMN02725841,2014-06-05,GCA_000698495.1,full,Streptomyces,Streptomyces sp. NTK 937 (high GC Gram+),GCF_000698495.1,,yes,major,sp.,NTK 937,Universidad de Oviedo,1487711
GCF_000698945.1,PRJNA241453,LGO_A23_AS7,Scaffold,na,SAMN02692260,2014-06-06,GCA_000698945.1,full,Streptomyces,Streptomyces wadayamensis (high GC Gram+),GCF_000698945.1,,yes,major,wadayamensis,A23,University of Campinas,141454
GCF_000700005.2,PRJNA244372,ASM70000v2,Contig,na,SAMN02777962,2018-10-07,GCA_000700005.2,full,Streptomyces,Streptomyces xinghaiensis (high GC Gram+),GCF_000700005.2,,yes,major,xinghaiensis,ATCC 19609,Vavilov Institute of General Genetics,1038928
GCF_000702365.1,PRJNA239507,ASM70236v1,Scaffold,na,SAMN02841233,2014-06-11,GCA_000702365.1,full,Streptomyces,Streptomyces sp. CNS654 (high GC Gram+),GCF_000702365.1,,yes,major,sp.,CNS654,DOE Joint Genome Institute,1506995
GCF_000707925.2,PRJNA227408,ASM70792v2,Chromosome,na,SAMN02721380,2019-12-18,GCA_000707925.2,full,Streptomyces,Streptomyces rimosus R6-500 (high GC Gram+),GCF_000707925.2,,yes,major,rimosus,R6-500,TU Kaiserslautern,1421017
GCF_000707945.1,PRJNA242829,mv9-51,Scaffold,na,SAMN02730067,2014-06-13,GCA_000707945.1,full,Streptomyces,Streptomyces rimosus (high GC Gram+),GCF_000707945.1,,yes,major,rimosus,R6-500MV9,TU Kaiserslautern,1927
GCF_000707965.1,PRJNA242833,rev-51,Scaffold,na,SAMN02730068,2014-06-13,GCA_000707965.1,full,Streptomyces,Streptomyces rimosus (high GC Gram+),GCF_000707965.1,,yes,major,rimosus,R6-500MV9-R8,TU Kaiserslautern,1927
GCF_000709915.1,PRJNA243545,JSD,Scaffold,na,SAMN02715572,2014-06-18,GCA_000709915.1,full,Streptomyces,Streptomyces griseorubens (high GC Gram+),GCF_000709915.1,Representative Genome,yes,major,griseorubens,JSD-1,Shanghai JiaoTong University,66897
GCF_000710405.2,PRJNA233559,KspMBT66_1.0,Scaffold,na,SAMN02570147,2014-06-19,GCA_000710405.2,full,Kitasatospora,Kitasatospora sp. MBT66 (high GC Gram+),GCF_000710405.2,,yes,minor,sp.,MBT66,"Institute of Biology, Leiden University",1444769
GCF_000710465.2,PRJNA233559,KspMBT63_1.0,Scaffold,na,SAMN02570253,2014-06-19,GCA_000710465.2,full,Kitasatospora,Kitasatospora sp. MBT63 (high GC Gram+),GCF_000710465.2,,yes,minor,sp.,MBT63,"Institute of Biology, Leiden University",1444768
GCF_000715745.1,PRJNA238534,ASM71574v1,Scaffold,na,SAMN02645302,2014-07-01,GCA_000715745.1,full,Streptomyces,Streptomyces californicus (high GC Gram+),GCF_000715745.1,,yes,major,californicus,NRRL B-3320,University of Illinois,67351
GCF_000715845.1,PRJNA238534,ASM71584v1,Scaffold,na,SAMN02645312,2014-07-01,GCA_000715845.1,full,Streptomyces,Streptomyces monomycini (high GC Gram+),GCF_000715845.1,Representative Genome,yes,major,monomycini,NRRL B-24309,University of Illinois,371720
GCF_000716025.1,PRJNA238534,ASM71602v1,Scaffold,na,SAMN02645350,2014-07-01,GCA_000716025.1,full,Streptomyces,Streptomyces baarnensis (high GC Gram+),GCF_000716025.1,,yes,major,baarnensis,NRRL B-2842,University of Illinois,66872
GCF_000716215.1,PRJNA238534,ASM71621v1,Scaffold,na,SAMN02645381,2014-07-01,GCA_000716215.1,full,Streptomyces,Streptomyces resistomycificus (high GC Gram+),GCF_000716215.1,,yes,major,resistomycificus,NRRL ISP-5133,University of Illinois,67356
GCF_000716335.1,PRJNA238534,ASM71633v1,Scaffold,na,SAMN02645392,2014-07-03,GCA_000716335.1,full,Streptomyces,Streptomyces sp. NRRL S-118 (high GC Gram+),GCF_000716335.1,,yes,major,sp.,NRRL S-118,University of Illinois,1463881
GCF_000716435.1,PRJNA238534,ASM71643v1,Contig,na,SAMN02645193,2014-07-01,GCA_000716435.1,full,Streptomyces,Streptomyces xylophagus (high GC Gram+),GCF_000716435.1,Representative Genome,yes,major,xylophagus,NRRL B-12029,University of Illinois,285514
GCF_000716445.1,PRJNA238534,ASM71644v1,Contig,na,SAMN02645189,2014-07-01,GCA_000716445.1,full,Streptomyces,Streptomyces wedmorensis (high GC Gram+),GCF_000716445.1,Representative Genome,yes,major,wedmorensis,NRRL 3426,University of Illinois,43759
GCF_000716455.1,PRJNA238534,ASM71645v1,Contig,na,SAMN02645192,2014-07-01,GCA_000716455.1,full,Streptomyces,Streptomyces sp. NRRL B-11253 (high GC Gram+),GCF_000716455.1,,yes,major,sp.,NRRL B-11253,University of Illinois,1463826
GCF_000716515.1,PRJNA238534,ASM71651v1,Contig,na,SAMN02645202,2014-07-01,GCA_000716515.1,full,Streptomyces,Streptomyces rimosus subsp. rimosus (high GC Gram+),GCF_000716515.1,,yes,major,rimosus,NRRL B-16073,University of Illinois,132474
GCF_000716525.1,PRJNA238534,ASM71652v1,Contig,na,SAMN02645198,2014-07-01,GCA_000716525.1,full,Streptomyces,Streptomyces graminis (high GC Gram+),GCF_000716525.1,,yes,major,graminis,NRRL B-1570,University of Illinois,1464081
GCF_000716535.1,PRJNA238534,ASM71653v1,Contig,na,SAMN02645200,2014-07-01,GCA_000716535.1,full,Streptomyces,Streptomyces flaveolus (high GC Gram+),GCF_000716535.1,,yes,major,flaveolus,NRRL B-1589,University of Illinois,67297
GCF_000716545.1,PRJNA238534,ASM71654v1,Contig,na,SAMN02645204,2014-07-01,GCA_000716545.1,full,Kitasatospora,Kitasatospora phosalacinea (high GC Gram+),GCF_000716545.1,Representative Genome,yes,major,phosalacinea,NRRL B-16230,University of Illinois,2065
GCF_000716605.1,PRJNA238534,ASM71660v1,Contig,na,SAMN02645279,2014-07-01,GCA_000716605.1,full,Streptomyces,Streptomyces sp. NRRL F-525 (high GC Gram+),GCF_000716605.1,,yes,major,sp.,NRRL F-525,University of Illinois,1463861
GCF_000716615.1,PRJNA238534,ASM71661v1,Contig,na,SAMN02645280,2014-07-01,GCA_000716615.1,full,Streptomyces,Streptomyces sp. NRRL F-6674 (high GC Gram+),GCF_000716615.1,,yes,major,sp.,NRRL F-6674,University of Illinois,1463877
GCF_000716625.1,PRJNA238534,ASM71662v1,Contig,na,SAMN02645284,2014-07-01,GCA_000716625.1,full,Streptomyces,Streptomyces bikiniensis (high GC Gram+),GCF_000716625.1,Representative Genome,yes,major,bikiniensis,NRRL ISP-5580,University of Illinois,1896
GCF_000716675.1,PRJNA238534,ASM71667v1,Contig,na,SAMN02645294,2014-07-01,GCA_000716675.1,full,Streptomyces,Streptomyces alboflavus (high GC Gram+),GCF_000716675.1,,yes,major,alboflavus,NRRL B-2373,University of Illinois,67267
GCF_000716685.1,PRJNA238534,ASM71668v1,Contig,na,SAMN02645303,2014-07-01,GCA_000716685.1,full,Streptomyces,Streptomyces virginiae (high GC Gram+),GCF_000716685.1,,yes,major,virginiae,NRRL B-8091,University of Illinois,1961
GCF_000716745.1,PRJNA238534,ASM71674v1,Contig,na,SAMN02645311,2014-07-01,GCA_000716745.1,full,Streptomyces,Streptomyces rimosus subsp. rimosus (high GC Gram+),GCF_000716745.1,,yes,major,rimosus,NRRL B-8076,University of Illinois,132474
GCF_000716805.1,PRJNA238534,ASM71680v1,Contig,na,SAMN02645188,2014-07-01,GCA_000716805.1,full,Streptomyces,Streptomyces yerevanensis (high GC Gram+),GCF_000716805.1,Representative Genome,yes,major,yerevanensis,NRRL B-16943,University of Illinois,66378
GCF_000716845.1,PRJNA238534,ASM71684v1,Contig,na,SAMN02645194,2014-07-01,GCA_000716845.1,full,Streptomyces,Streptomyces capuensis (high GC Gram+),GCF_000716845.1,,yes,major,capuensis,NRRL B-12337,University of Illinois,1464056
GCF_000716875.1,PRJNA238534,ASM71687v1,Contig,na,SAMN02645195,2014-07-01,GCA_000716875.1,full,Streptomyces,Streptomyces novaecaesareae (high GC Gram+),GCF_000716875.1,Representative Genome,yes,major,novaecaesareae,NRRL B-1267,University of Illinois,68244
GCF_000716885.1,PRJNA238534,ASM71688v1,Contig,na,SAMN02645196,2014-07-01,GCA_000716885.1,full,Kitasatospora,Kitasatospora aureofaciens (high GC Gram+),GCF_000716885.1,,yes,major,aureofaciens,NRRL B-1286,University of Illinois,1894
GCF_000716935.1,PRJNA238534,ASM71693v1,Contig,na,SAMN02645199,2014-07-01,GCA_000716935.1,full,Streptomyces,Streptomyces alboviridis (high GC Gram+),GCF_000716935.1,,yes,major,alboviridis,NRRL B-1579,University of Illinois,67269
GCF_000716945.1,PRJNA238534,ASM71694v1,Contig,na,SAMN02645201,2014-07-01,GCA_000716945.1,full,Streptomyces,Streptomyces albus subsp. albus (high GC Gram+),GCF_000716945.1,,yes,major,albus,NRRL B-16041,University of Illinois,67257
GCF_000716965.1,PRJNA238534,ASM71696v1,Contig,na,SAMN02645203,2014-07-01,GCA_000716965.1,full,Kitasatospora,Kitasatospora setae (high GC Gram+),GCF_000716965.1,,yes,major,setae,NRRL B-16185,University of Illinois,2066
GCF_000717015.1,PRJNA238534,ASM71701v1,Contig,na,SAMN02645206,2014-07-01,GCA_000717015.1,full,Streptomyces,Streptomyces brasiliensis (high GC Gram+),GCF_000717015.1,,yes,major,brasiliensis,NRRL B-1626,University of Illinois,1954
GCF_000717025.1,PRJNA238534,ASM71702v1,Contig,na,SAMN02645281,2014-07-01,GCA_000717025.1,full,Streptomyces,Streptomyces atroolivaceus (high GC Gram+),GCF_000717025.1,Representative Genome,yes,major,atroolivaceus,NRRL ISP-5137,University of Illinois,66869
GCF_000717055.1,PRJNA238534,ASM71705v1,Contig,na,SAMN02645283,2014-07-01,GCA_000717055.1,full,Streptomyces,Streptomyces iakyrus (high GC Gram+),GCF_000717055.1,Representative Genome,yes,major,iakyrus,NRRL ISP-5482,University of Illinois,68219
GCF_000717105.1,PRJNA238534,ASM71710v1,Contig,na,SAMN02645293,2014-07-01,GCA_000717105.1,full,Streptomyces,Streptomyces anulatus (high GC Gram+),GCF_000717105.1,,yes,major,anulatus,NRRL B-3362,University of Illinois,1892
GCF_000717185.1,PRJNA238534,ASM71718v1,Contig,na,SAMN02645305,2014-07-01,GCA_000717185.1,full,Kitasatospora,Kitasatospora phosalacinea (high GC Gram+),GCF_000717185.1,,yes,major,phosalacinea,NRRL B-16228,University of Illinois,2065
GCF_000717215.1,PRJNA238534,ASM71721v1,Contig,na,SAMN02645316,2014-07-01,GCA_000717215.1,full,Streptomyces,Streptomyces vinaceus (high GC Gram+),GCF_000717215.1,,yes,major,vinaceus,NRRL ISP-5257,University of Illinois,1960
GCF_000717245.1,PRJNA238534,ASM71724v1,Contig,na,SAMN02645317,2014-07-01,GCA_000717245.1,full,[Kitasatospora],[Kitasatospora] papulosa (high GC Gram+),GCF_000717245.1,Representative Genome,yes,major,papulosa,NRRL B-16504,University of Illinois,1464011
GCF_000717275.1,PRJNA238534,ASM71727v1,Contig,na,SAMN02645323,2014-07-01,GCA_000717275.1,full,Kitasatospora,Kitasatospora arboriphila (high GC Gram+),GCF_000717275.1,Representative Genome,yes,major,arboriphila,NRRL B-24581,University of Illinois,258052
GCF_000717285.1,PRJNA238534,ASM71728v1,Contig,na,SAMN02645319,2014-07-01,GCA_000717285.1,full,Streptomyces,Streptomyces rimosus subsp. rimosus (high GC Gram+),GCF_000717285.1,,yes,major,rimosus,NRRL ISP-5260,University of Illinois,132474
GCF_000717345.1,PRJNA238534,ASM71734v1,Contig,na,SAMN02645328,2014-07-01,GCA_000717345.1,full,Streptomyces,Streptomyces lydicus (high GC Gram+),GCF_000717345.1,,yes,major,lydicus,NRRL ISP-5461,University of Illinois,47763
GCF_000717375.1,PRJNA238534,ASM71737v1,Contig,na,SAMN02645337,2014-07-01,GCA_000717375.1,full,Streptomyces,Streptomyces albidoflavus (high GC Gram+),GCF_000717375.1,,yes,major,albidoflavus,NRRL B-2307,University of Illinois,1886
GCF_000717595.1,PRJNA238534,ASM71759v1,Contig,na,SAMN02645343,2014-07-02,GCA_000717595.1,full,Streptomyces,Streptomyces flavochromogenes (high GC Gram+),GCF_000717595.1,Representative Genome,yes,major,flavochromogenes,NRRL B-2684,University of Illinois,68199
GCF_000717635.1,PRJNA238534,ASM71763v1,Contig,na,SAMN02645351,2014-07-02,GCA_000717635.1,full,Streptomyces,Streptomyces sp. NRRL B-12105 (high GC Gram+),GCF_000717635.1,,yes,major,sp.,NRRL B-12105,University of Illinois,1463827
GCF_000717645.1,PRJNA238534,ASM71764v1,Contig,na,SAMN02645354,2014-07-02,GCA_000717645.1,full,Streptomyces,Streptomyces californicus (high GC Gram+),GCF_000717645.1,,yes,major,californicus,NRRL B-2098,University of Illinois,67351
GCF_000717655.1,PRJNA238534,ASM71765v1,Contig,na,SAMN02645353,2014-07-02,GCA_000717655.1,full,Streptomyces,Streptomyces katrae (high GC Gram+),GCF_000717655.1,,yes,major,katrae,NRRL B-16271,University of Illinois,68223
GCF_000717665.1,PRJNA238534,ASM71766v1,Contig,na,SAMN02645357,2014-07-02,GCA_000717665.1,full,Streptomyces,Streptomyces californicus (high GC Gram+),GCF_000717665.1,,yes,major,californicus,NRRL 2423,University of Illinois,67351
GCF_000717715.1,PRJNA238534,ASM71771v1,Contig,na,SAMN02645363,2014-07-02,GCA_000717715.1,full,Streptomyces,Streptomyces sp. NRRL B-24484 (high GC Gram+),GCF_000717715.1,,yes,major,sp.,NRRL B-24484,University of Illinois,1463833
GCF_000717725.1,PRJNA238534,ASM71772v1,Contig,na,SAMN02645379,2014-07-02,GCA_000717725.1,full,Streptomyces,Streptomyces pyridomyceticus (high GC Gram+),GCF_000717725.1,,yes,major,pyridomyceticus,NRRL ISP-5024,University of Illinois,68260
GCF_000717745.1,PRJNA238534,ASM71774v1,Contig,na,SAMN02645388,2014-07-02,GCA_000717745.1,full,Streptomyces,Streptomyces violens (high GC Gram+),GCF_000717745.1,Representative Genome,yes,major,violens,NRRL ISP-5597,University of Illinois,66377
GCF_000717795.1,PRJNA238534,ASM71779v1,Contig,na,SAMN02645398,2014-07-02,GCA_000717795.1,full,Streptomyces,Streptomyces griseus subsp. griseus (high GC Gram+),GCF_000717795.1,,yes,major,griseus,NRRL WC-3480,University of Illinois,67263
GCF_000717805.1,PRJNA238534,ASM71780v1,Contig,na,SAMN02645409,2014-07-02,GCA_000717805.1,full,Streptomyces,Streptomyces sp. NRRL WC-3702 (high GC Gram+),GCF_000717805.1,,yes,major,sp.,NRRL WC-3702,University of Illinois,1463929
GCF_000717815.1,PRJNA238534,ASM71781v1,Contig,na,SAMN02645403,2014-07-02,GCA_000717815.1,full,Streptomyces,Streptomyces rimosus subsp. rimosus (high GC Gram+),GCF_000717815.1,,yes,major,rimosus,NRRL WC-3924,University of Illinois,132474
GCF_000717845.1,PRJNA238534,ASM71784v1,Contig,na,SAMN02645411,2014-07-02,GCA_000717845.1,full,Streptomyces,Streptomyces violaceoruber (high GC Gram+),GCF_000717845.1,,yes,major,violaceoruber,NRRL S-12,University of Illinois,1935
GCF_000717875.1,PRJNA238534,ASM71787v1,Contig,na,SAMN02645426,2014-07-02,GCA_000717875.1,full,Streptomyces,Streptomyces sp. NRRL S-455 (high GC Gram+),GCF_000717875.1,,yes,major,sp.,NRRL S-455,University of Illinois,1463908
GCF_000717895.1,PRJNA238534,ASM71789v1,Contig,na,SAMN02645416,2014-07-02,GCA_000717895.1,full,Streptomyces,Streptomyces sp. NRRL WC-3744 (high GC Gram+),GCF_000717895.1,,yes,major,sp.,NRRL WC-3744,University of Illinois,1463935
GCF_000717915.1,PRJNA238534,ASM71791v1,Contig,na,SAMN02645430,2014-07-02,GCA_000717915.1,full,Streptomyces,Streptomyces sp. NRRL S-244 (high GC Gram+),GCF_000717915.1,,yes,major,sp.,NRRL S-244,University of Illinois,1463897
GCF_000717925.1,PRJNA238534,ASM71792v1,Contig,na,SAMN02645431,2014-07-02,GCA_000717925.1,full,Streptomyces,Streptomyces sp. NRRL S-241 (high GC Gram+),GCF_000717925.1,,yes,major,sp.,NRRL S-241,University of Illinois,1463896
GCF_000717945.1,PRJNA238534,ASM71794v1,Contig,na,SAMN02645438,2014-07-02,GCA_000717945.1,full,Streptomyces,Streptomyces sp. NRRL S-920 (high GC Gram+),GCF_000717945.1,,yes,major,sp.,NRRL S-920,University of Illinois,1463921
GCF_000717965.1,PRJNA238534,ASM71796v1,Contig,na,SAMN02645443,2014-07-02,GCA_000717965.1,full,Streptomyces,Streptomyces purpeochromogenes (high GC Gram+),GCF_000717965.1,,yes,major,purpeochromogenes,NRRL B-3012,University of Illinois,1464077
GCF_000717995.1,PRJNA238534,ASM71799v1,Contig,na,SAMN02645210,2014-07-02,GCA_000717995.1,full,Streptomyces,Streptomyces violaceorubidus (high GC Gram+),GCF_000717995.1,Representative Genome,yes,major,violaceorubidus,NRRL B-16381,University of Illinois,284042
GCF_000718015.1,PRJNA238534,ASM71801v1,Contig,na,SAMN02645222,2014-07-02,GCA_000718015.1,full,Streptomyces,Streptomyces catenulae (high GC Gram+),GCF_000718015.1,Representative Genome,yes,major,catenulae,NRRL B-2342,University of Illinois,66875
GCF_000718025.1,PRJNA238534,ASM71802v1,Contig,na,SAMN02645216,2014-07-02,GCA_000718025.1,full,Kitasatospora,Kitasatospora purpeofusca (high GC Gram+),GCF_000718025.1,Representative Genome,yes,major,purpeofusca,NRRL B-1817,University of Illinois,67352
GCF_000718095.1,PRJNA238534,ASM71809v1,Contig,na,SAMN02645233,2014-07-02,GCA_000718095.1,full,Streptomyces,Streptomyces scopuliridis RB72 (high GC Gram+),GCF_000718095.1,Representative Genome,yes,major,scopuliridis,NRRL B-24574,University of Illinois,1440053
